,leiden_labels,desc_labels,ctec_db_labels
4876,7,6,8
4877,0,1,0
4878,2,2,0
4879,4,5,6
4880,0,2,0
4881,13,10,3
4882,0,2,0
4883,5,3,7
4884,3,4,5
4885,6,13,4
4886,5,3,7
4887,8,7,9
4888,7,6,8
4889,2,1,0
4890,3,4,5
4891,10,9,1
4892,4,5,6
4893,11,5,6
4894,15,7,9
4895,12,12,2
4896,0,1,0
4897,8,7,9
4898,3,4,5
4899,3,4,5
4900,7,6,8
4901,4,5,6
4902,12,12,2
4903,3,4,5
4904,0,2,0
4905,5,3,7
4906,4,5,6
4907,0,2,0
4908,9,13,4
4909,8,7,9
4910,3,4,5
4911,0,1,0
4912,0,2,0
4913,3,4,5
4914,11,5,6
4915,4,5,6
4916,0,2,0
4917,3,4,5
4918,1,2,0
4919,3,4,5
4920,0,2,0
4921,7,6,8
4922,4,5,6
4923,5,3,7
4924,1,2,0
4925,8,7,9
4926,3,4,5
4927,2,1,0
4928,2,0,0
4929,8,7,9
4930,14,13,4
4931,1,2,0
4932,3,4,5
4933,4,5,6
4934,3,4,5
4935,1,2,0
4936,3,4,5
4937,9,11,10
4938,5,3,7
4939,0,2,0
4940,1,1,0
4941,2,1,0
4942,4,5,6
4943,5,3,7
4944,10,9,1
4945,1,2,0
4946,3,4,5
4947,5,3,7
4948,1,2,0
4949,4,5,6
4950,8,7,9
4951,0,2,0
4952,12,12,2
4953,1,2,0
4954,8,7,9
4955,3,4,5
4956,2,2,0
4957,2,2,0
4958,11,5,6
4959,14,13,4
4960,1,1,0
4961,3,4,5
4962,13,10,3
4963,3,4,5
4964,10,9,1
4965,3,4,5
4966,7,6,8
4967,8,7,9
4968,12,12,2
4969,5,3,7
4970,7,9,1
4971,2,1,0
4972,4,5,6
4973,4,5,6
4974,7,6,8
4975,13,10,3
4976,8,7,9
4977,7,6,8
4978,3,4,5
4979,5,3,7
4980,0,5,6
4981,4,5,6
4982,5,3,7
4983,5,3,7
4984,1,2,0
4985,2,1,0
4986,7,6,8
4987,3,4,5
4988,0,5,6
4989,3,4,5
4990,4,5,6
4991,7,6,8
4992,7,6,8
4993,0,2,0
4994,2,1,0
4995,5,3,7
4996,13,10,3
4997,4,5,6
4998,2,2,0
4999,2,1,0
5000,4,5,6
5001,8,7,9
5002,2,2,0
5003,3,4,5
5004,3,4,5
5005,3,4,5
5006,3,4,5
5007,3,4,5
5008,3,4,5
5009,3,4,5
5010,3,4,5
5011,3,4,5
5012,3,4,5
5013,8,4,5
5014,3,4,5
5015,3,4,5
5016,3,4,5
5017,3,4,5
5018,3,4,5
5019,3,4,5
5020,3,4,5
5021,3,4,5
5022,3,4,5
5023,3,4,5
5024,3,4,5
5025,3,4,5
5026,3,4,5
5027,3,4,5
5028,3,4,5
5029,3,4,5
5030,3,4,5
5031,3,4,5
5032,3,4,5
5033,3,4,5
5034,3,4,5
5035,3,4,5
5036,3,4,5
5037,3,4,5
5038,3,4,5
5039,3,4,5
5040,3,4,5
5041,3,4,5
5042,3,4,5
5043,3,4,5
5044,3,4,5
5045,3,4,5
5046,3,4,5
5047,3,4,5
5048,3,4,5
5049,3,4,5
5050,3,4,5
5051,3,4,5
5052,3,4,5
5053,3,4,5
5054,3,4,5
5055,3,4,5
5056,3,4,5
5057,3,4,5
5058,3,4,5
5059,3,4,5
5060,3,4,5
5061,3,4,5
5062,3,4,5
5063,3,4,5
5064,3,4,5
5065,3,4,5
5066,3,4,5
5067,3,4,5
5068,3,4,5
5069,3,4,5
5070,3,4,5
5071,3,4,5
5072,3,4,5
5073,3,4,5
5074,3,4,5
5075,3,4,5
5076,3,4,5
5077,3,4,5
5078,3,4,5
5079,3,4,5
5080,3,4,5
5081,3,4,5
5082,3,4,5
5083,3,4,5
5084,3,4,5
5085,3,4,5
5086,3,4,5
5087,3,4,5
5088,3,4,5
5089,3,4,5
5090,3,4,5
5091,3,4,5
5092,3,4,5
5093,3,4,5
5094,3,4,5
5095,3,4,5
5096,3,4,5
5097,3,4,5
5098,3,4,5
5099,3,4,5
5100,3,4,5
5101,8,4,5
5102,3,4,5
5103,3,4,5
5104,3,4,5
5105,3,4,5
5106,3,4,5
5107,3,4,5
5108,3,4,5
5109,3,4,5
5110,3,4,5
5111,3,4,5
5112,3,4,5
5113,3,4,5
5114,3,4,5
5115,3,4,5
5116,3,4,5
5117,3,4,5
5118,3,4,5
5119,3,4,5
5120,3,4,5
5121,3,4,5
5122,3,4,5
5123,3,4,5
5124,3,4,5
5125,3,4,5
5126,3,4,5
5127,3,4,5
5128,3,4,5
5129,3,4,5
5130,3,4,5
5131,3,4,5
5132,3,4,5
5133,3,4,5
5134,3,4,5
5135,3,4,5
5136,3,4,5
5137,3,4,5
5138,3,4,5
5139,3,4,5
5140,3,4,5
5141,3,4,5
5142,3,4,5
5143,3,4,5
5144,3,4,5
5145,3,4,5
5146,3,4,5
5147,3,4,5
5148,3,4,5
5149,3,4,5
5150,3,4,5
5151,3,4,5
5152,3,4,5
5153,3,4,5
5154,3,4,5
5155,3,4,5
5156,3,4,5
5157,3,4,5
5158,3,4,5
5159,3,4,5
5160,3,4,5
5161,3,4,5
5162,3,4,5
5163,3,4,5
5164,3,4,5
5165,3,4,5
5166,3,4,5
5167,3,4,5
5168,3,4,5
5169,3,4,5
5170,3,4,5
5171,3,4,5
5172,3,4,5
5173,3,4,5
5174,3,4,5
5175,3,4,5
5176,3,4,5
5177,3,4,5
5178,3,4,5
5179,3,4,5
5180,3,4,5
5181,3,4,5
5182,3,4,5
5183,3,4,5
5184,3,4,5
5185,3,4,5
5186,3,4,5
5187,3,4,5
5188,3,4,5
5189,3,4,5
5190,3,4,5
5191,3,4,5
5192,3,4,5
5193,3,4,5
5194,3,4,5
5195,3,4,5
5196,3,4,5
5197,3,4,5
5198,3,4,5
5199,3,4,5
5200,3,4,5
5201,3,4,5
5202,3,4,5
5203,3,4,5
5204,3,4,5
5205,3,4,5
5206,3,4,5
5207,3,4,5
5208,3,4,5
5209,3,4,5
5210,3,4,5
5211,3,4,5
5212,3,4,5
5213,3,4,5
5214,3,4,5
5215,3,4,5
5216,3,4,5
5217,3,4,5
5218,3,4,5
5219,3,4,5
5220,3,4,5
5221,3,4,5
5222,3,4,5
5223,3,4,5
5224,3,4,5
5225,3,4,5
5226,3,4,5
5227,3,4,5
5228,3,4,5
5229,3,4,5
5230,3,4,5
5231,3,4,5
5232,3,4,5
5233,3,4,5
5234,3,4,5
5235,3,4,5
5236,3,4,5
5237,3,4,5
5238,3,4,5
5239,3,4,5
5240,3,4,5
5241,8,4,5
5242,3,4,5
5243,3,4,5
5244,3,4,5
5245,3,4,5
5246,3,4,5
5247,3,4,5
5248,3,4,5
5249,3,4,5
5250,3,4,5
5251,3,4,5
5252,3,4,5
5253,3,4,5
5254,3,4,5
5255,3,4,5
5256,3,4,5
5257,3,4,5
5258,3,4,5
5259,3,4,5
5260,3,4,5
5261,3,4,5
5262,3,4,5
5263,3,4,5
5264,3,4,5
5265,3,4,5
5266,3,4,5
5267,3,4,5
5268,3,4,5
5269,3,4,5
5270,3,4,5
5271,3,4,5
5272,3,4,5
5273,3,4,5
5274,3,4,5
5275,3,4,5
5276,3,4,5
5277,3,4,5
5278,3,4,5
5279,3,4,5
5280,3,4,5
5281,3,4,5
5282,3,4,5
5283,3,4,5
5284,3,4,5
5285,3,4,5
5286,3,4,5
5287,3,4,5
5288,3,4,5
5289,3,4,5
5290,3,4,5
5291,3,4,5
5292,3,4,5
5293,3,4,5
5294,3,4,5
5295,3,4,5
5296,3,4,5
5297,3,4,5
5298,3,4,5
5299,3,4,5
5300,3,4,5
5301,3,4,5
5302,3,4,5
5303,3,4,5
5304,3,4,5
5305,3,4,5
5306,3,4,5
5307,3,4,5
5308,3,4,5
5309,3,4,5
5310,3,4,5
5311,3,4,5
5312,3,4,5
5313,3,4,5
5314,3,4,5
5315,3,4,5
5316,3,4,5
5317,3,4,5
5318,3,4,5
5319,3,4,5
5320,3,4,5
5321,3,4,5
5322,3,4,5
5323,3,4,5
5324,3,4,5
5325,3,4,5
5326,3,4,5
5327,3,4,5
5328,3,4,5
5329,3,4,5
5330,3,4,5
5331,3,4,5
5332,3,4,5
5333,3,4,5
5334,3,4,5
5335,3,4,5
5336,3,4,5
5337,3,4,5
5338,3,4,5
5339,3,4,5
5340,3,4,5
5341,3,4,5
5342,3,4,5
5343,3,4,5
5344,3,4,5
5345,3,4,5
5346,3,4,5
5347,3,4,5
5348,3,4,5
5349,3,4,5
5350,3,4,5
5351,3,4,5
5352,3,4,5
5353,3,4,5
5354,3,4,5
5355,3,4,5
5356,3,4,5
5357,3,4,5
5358,3,4,5
5359,3,4,5
5360,3,4,5
5361,3,4,5
5362,4,5,6
5363,4,5,6
5364,4,5,6
5365,4,5,6
5366,4,5,6
5367,4,5,6
5368,4,5,6
5369,4,5,6
5370,4,5,6
5371,4,5,6
5372,4,5,6
5373,4,5,6
5374,4,5,6
5375,4,5,6
5376,4,5,6
5377,4,5,6
5378,4,5,6
5379,4,5,6
5380,4,5,6
5381,4,5,6
5382,4,5,6
5383,4,5,6
5384,3,4,5
5385,4,5,6
5386,13,0,0
5387,4,5,6
5388,4,5,6
5389,1,0,0
5390,4,5,6
5391,4,5,6
5392,4,5,6
5393,4,5,6
5394,4,5,6
5395,7,6,8
5396,4,5,6
5397,4,5,6
5398,4,5,6
5399,4,5,6
5400,4,5,6
5401,4,5,6
5402,4,5,6
5403,4,5,6
5404,4,5,6
5405,4,5,6
5406,4,5,6
5407,4,5,6
5408,4,5,6
5409,4,5,6
5410,4,5,6
5411,4,5,6
5412,4,5,6
5413,4,5,6
5414,4,5,6
5415,4,5,6
5416,4,5,6
5417,4,5,6
5418,4,5,6
5419,4,5,6
5420,4,5,6
5421,4,5,6
5422,4,5,6
5423,4,5,6
5424,4,5,6
5425,4,5,6
5426,4,5,6
5427,4,5,6
5428,4,5,6
5429,4,5,6
5430,4,5,6
5431,4,5,6
5432,4,5,6
5433,4,5,6
5434,4,5,6
5435,4,5,6
5436,4,5,6
5437,4,5,6
5438,4,5,6
5439,4,5,6
5440,4,5,6
5441,4,5,6
5442,4,5,6
5443,4,5,6
5444,4,5,6
5445,4,5,6
5446,4,5,6
5447,4,5,6
5448,4,5,6
5449,4,5,6
5450,8,7,9
5451,4,5,6
5452,4,5,6
5453,4,5,6
5454,4,5,6
5455,4,5,6
5456,4,5,6
5457,4,5,6
5458,2,5,6
5459,4,5,6
5460,13,10,3
5461,4,5,6
5462,4,5,6
5463,4,5,6
5464,4,5,6
5465,4,5,6
5466,4,5,6
5467,1,5,6
5468,4,5,6
5469,4,5,6
5470,4,5,6
5471,4,5,6
5472,4,5,6
5473,4,5,6
5474,4,5,6
5475,4,5,6
5476,4,5,6
5477,4,5,6
5478,4,5,6
5479,4,5,6
5480,4,5,6
5481,4,5,6
5482,4,5,6
5483,4,5,6
5484,4,5,6
5485,4,5,6
5486,4,5,6
5487,4,5,6
5488,4,5,6
5489,4,5,6
5490,4,5,6
5491,4,5,6
5492,4,5,6
5493,4,5,6
5494,4,5,6
5495,4,5,6
5496,4,5,6
5497,4,5,6
5498,4,5,6
5499,4,5,6
5500,4,5,6
5501,4,5,6
5502,0,0,0
5503,4,5,6
5504,4,5,6
5505,8,7,9
5506,4,5,6
5507,4,5,6
5508,4,5,6
5509,4,5,6
5510,4,5,6
5511,4,5,6
5512,4,5,6
5513,4,5,6
5514,4,5,6
5515,4,5,6
5516,4,5,6
5517,4,5,6
5518,4,5,6
5519,4,5,6
5520,4,5,6
5521,4,5,6
5522,4,5,6
5523,4,5,6
5524,4,5,6
5525,4,5,6
5526,4,5,6
5527,4,5,6
5528,4,5,6
5529,4,5,6
5530,4,5,6
5531,4,5,6
5532,4,5,6
5533,4,5,6
5534,4,5,6
5535,4,5,6
5536,4,5,6
5537,4,5,6
5538,4,5,6
5539,4,5,6
5540,4,5,6
5541,4,5,6
5542,4,5,6
5543,4,5,6
5544,4,5,6
5545,3,4,5
5546,4,5,6
5547,4,5,6
5548,4,5,6
5549,4,5,6
5550,4,5,6
5551,4,5,6
5552,4,5,6
5553,4,5,6
5554,4,5,6
5555,4,5,6
5556,4,5,6
5557,4,5,6
5558,4,5,6
5559,4,5,6
5560,4,5,6
5561,4,5,6
5562,4,5,6
5563,4,5,6
5564,4,5,6
5565,4,5,6
5566,4,5,6
5567,4,5,6
5568,4,5,6
5569,4,5,6
5570,4,5,6
5571,4,5,6
5572,4,5,6
5573,4,5,6
5574,8,3,7
5575,4,5,6
5576,4,5,6
5577,4,5,6
5578,4,5,6
5579,4,5,6
5580,4,5,6
5581,4,5,6
5582,4,5,6
5583,4,5,6
5584,4,5,6
5585,3,4,5
5586,4,5,6
5587,4,5,6
5588,4,5,6
5589,4,5,6
5590,2,0,0
5591,2,0,0
5592,2,3,7
5593,1,3,7
5594,2,0,0
5595,2,1,0
5596,2,0,0
5597,2,0,0
5598,2,1,0
5599,2,3,7
5600,2,0,0
5601,6,0,0
5602,2,3,7
5603,0,0,0
5604,0,2,0
5605,2,0,0
5606,2,1,0
5607,2,0,0
5608,2,1,0
5609,2,3,7
5610,2,0,0
5611,2,0,0
5612,2,1,0
5613,5,3,7
5614,2,0,0
5615,2,3,7
5616,2,0,0
5617,2,1,0
5618,2,0,0
5619,2,1,0
5620,8,7,9
5621,6,3,7
5622,2,1,0
5623,2,0,0
5624,2,0,0
5625,2,0,0
5626,2,3,7
5627,2,0,0
5628,0,1,0
5629,2,0,0
5630,2,0,0
5631,2,0,0
5632,2,2,0
5633,2,0,0
5634,2,3,7
5635,2,0,0
5636,2,3,7
5637,2,1,0
5638,0,5,6
5639,2,3,7
5640,2,1,0
5641,2,0,0
5642,2,1,0
5643,2,0,0
5644,1,2,0
5645,2,3,7
5646,2,3,7
5647,2,3,7
5648,2,0,0
5649,2,0,0
5650,6,0,0
5651,5,3,7
5652,2,0,0
5653,1,2,0
5654,2,2,0
5655,2,2,0
5656,1,1,0
5657,2,2,0
5658,2,2,0
5659,2,2,0
5660,2,2,0
5661,2,1,0
5662,2,2,0
5663,2,2,0
5664,2,2,0
5665,2,2,0
5666,2,1,0
5667,2,2,0
5668,2,2,0
5669,2,2,0
5670,2,1,0
5671,2,2,0
5672,2,2,0
5673,3,4,5
5674,0,2,0
5675,2,2,0
5676,2,2,0
5677,1,2,0
5678,2,2,0
5679,2,2,0
5680,1,2,0
5681,2,2,0
5682,2,2,0
5683,2,2,0
5684,2,2,0
5685,2,2,0
5686,2,2,0
5687,0,2,0
5688,2,2,0
5689,2,2,0
5690,2,2,0
5691,1,2,0
5692,2,2,0
5693,2,2,0
5694,0,2,0
5695,2,1,0
5696,2,1,0
5697,2,2,0
5698,0,2,0
5699,2,1,0
5700,2,2,0
5701,2,2,0
5702,2,2,0
5703,1,2,0
5704,0,2,0
5705,2,3,7
5706,2,2,0
5707,2,2,0
5708,2,2,0
5709,2,2,0
5710,2,2,0
5711,2,2,0
5712,0,2,0
5713,2,2,0
5714,2,2,0
5715,2,1,0
5716,2,2,0
5717,2,2,0
5718,2,1,0
5719,2,2,0
5720,2,1,0
5721,2,2,0
5722,2,2,0
5723,6,2,0
5724,2,1,0
5725,2,2,0
5726,1,1,0
5727,2,1,0
5728,2,2,0
5729,2,2,0
5730,2,2,0
5731,2,2,0
5732,2,2,0
5733,2,2,0
5734,1,0,0
5735,2,1,0
5736,2,2,0
5737,2,2,0
5738,0,2,0
5739,2,2,0
5740,2,2,0
5741,2,2,0
5742,2,1,0
5743,2,2,0
5744,2,2,0
5745,0,2,0
5746,2,1,0
5747,2,2,0
5748,2,2,0
5749,2,2,0
5750,2,2,0
5751,2,1,0
5752,2,2,0
5753,2,2,0
5754,1,2,0
5755,2,2,0
5756,1,1,0
5757,1,2,0
5758,2,2,0
5759,2,2,0
5760,2,1,0
5761,2,2,0
5762,3,4,5
5763,2,2,0
5764,2,2,0
5765,3,4,5
5766,2,2,0
5767,2,2,0
5768,2,2,0
5769,2,2,0
5770,2,2,0
5771,2,2,0
5772,2,1,0
5773,2,2,0
5774,9,11,10
5775,2,2,0
5776,2,2,0
5777,2,2,0
5778,2,2,0
5779,2,2,0
5780,2,2,0
5781,2,2,0
5782,2,2,0
5783,2,0,0
5784,2,2,0
5785,2,2,0
5786,2,2,0
5787,2,2,0
5788,5,0,0
5789,2,2,0
5790,2,2,0
5791,2,2,0
5792,2,2,0
5793,2,2,0
5794,0,2,0
5795,1,2,0
5796,1,1,0
5797,2,1,0
5798,2,2,0
5799,2,2,0
5800,1,2,0
5801,14,13,4
5802,2,2,0
5803,1,2,0
5804,2,2,0
5805,6,2,0
5806,6,0,0
5807,1,2,0
5808,0,2,0
5809,2,2,0
5810,2,2,0
5811,2,2,0
5812,2,2,0
5813,2,1,0
5814,2,2,0
5815,2,2,0
5816,2,2,0
5817,2,2,0
5818,2,1,0
5819,2,2,0
5820,2,2,0
5821,2,2,0
5822,1,2,0
5823,1,2,0
5824,2,2,0
5825,2,1,0
5826,2,1,0
5827,2,2,0
5828,2,2,0
5829,2,2,0
5830,2,2,0
5831,2,2,0
5832,2,2,0
5833,2,1,0
5834,2,2,0
5835,2,2,0
5836,2,2,0
5837,2,2,0
5838,2,2,0
5839,2,2,0
5840,2,2,0
5841,1,2,0
5842,1,2,0
5843,2,2,0
5844,2,2,0
5845,2,2,0
5846,1,2,0
5847,2,2,0
5848,2,2,0
5849,2,2,0
5850,2,2,0
5851,2,1,0
5852,2,2,0
5853,3,4,5
5854,2,1,0
5855,0,2,0
5856,2,2,0
5857,2,2,0
5858,2,2,0
5859,2,2,0
5860,2,2,0
5861,2,1,0
5862,2,2,0
5863,2,2,0
5864,2,1,0
5865,3,4,5
5866,2,1,0
5867,2,1,0
5868,1,2,0
5869,11,2,0
5870,2,2,0
5871,2,2,0
5872,0,2,0
5873,2,2,0
5874,2,0,0
5875,2,2,0
5876,2,2,0
5877,2,2,0
5878,2,2,0
5879,0,2,0
5880,1,2,0
5881,2,2,0
5882,2,1,0
5883,2,2,0
5884,2,2,0
5885,2,2,0
5886,2,1,0
5887,2,2,0
5888,2,2,0
5889,2,1,0
5890,2,1,0
5891,2,1,0
5892,2,2,0
5893,2,2,0
5894,2,2,0
5895,2,2,0
5896,2,2,0
5897,2,2,0
5898,1,2,0
5899,2,1,0
5900,2,2,0
5901,2,1,0
5902,2,2,0
5903,2,2,0
5904,2,1,0
5905,2,2,0
5906,2,2,0
5907,2,2,0
5908,2,1,0
5909,2,1,0
5910,2,2,0
5911,3,4,5
5912,1,2,0
5913,6,1,0
5914,2,2,0
5915,2,2,0
5916,2,2,0
5917,0,2,0
5918,2,2,0
5919,2,2,0
5920,2,2,0
5921,1,2,0
5922,2,2,0
5923,2,1,0
5924,2,2,0
5925,1,2,0
5926,2,2,0
5927,2,2,0
5928,2,2,0
5929,2,2,0
5930,0,2,0
5931,1,2,0
5932,2,2,0
5933,1,2,0
5934,2,2,0
5935,2,1,0
5936,2,2,0
5937,0,2,0
5938,0,2,0
5939,0,2,0
5940,0,2,0
5941,2,2,0
5942,12,12,2
5943,0,2,0
5944,0,1,0
5945,0,2,0
5946,0,1,0
5947,0,2,0
5948,0,2,0
5949,4,0,0
5950,0,2,0
5951,0,2,0
5952,0,1,0
5953,0,0,0
5954,0,1,0
5955,0,2,0
5956,10,9,1
5957,0,0,0
5958,0,2,0
5959,0,2,0
5960,0,2,0
5961,0,2,0
5962,0,2,0
5963,0,2,0
5964,0,1,0
5965,0,2,0
5966,2,2,0
5967,2,2,0
5968,0,1,0
5969,3,4,5
5970,0,2,0
5971,0,2,0
5972,0,1,0
5973,0,2,0
5974,0,2,0
5975,0,2,0
5976,0,2,0
5977,1,2,0
5978,0,2,0
5979,0,2,0
5980,1,1,0
5981,0,2,0
5982,0,2,0
5983,0,2,0
5984,0,2,0
5985,0,2,0
5986,0,2,0
5987,1,2,0
5988,0,2,0
5989,0,2,0
5990,0,1,0
5991,0,2,0
5992,0,1,0
5993,0,2,0
5994,0,2,0
5995,0,2,0
5996,0,2,0
5997,7,6,8
5998,0,2,0
5999,0,1,0
6000,0,2,0
6001,0,2,0
6002,0,2,0
6003,1,1,0
6004,0,0,0
6005,6,2,0
6006,0,2,0
6007,0,1,0
6008,0,2,0
6009,0,2,0
6010,0,2,0
6011,1,2,0
6012,0,2,0
6013,0,1,0
6014,0,2,0
6015,0,1,0
6016,0,2,0
6017,2,1,0
6018,0,2,0
6019,0,1,0
6020,0,0,0
6021,0,2,0
6022,0,2,0
6023,0,2,0
6024,0,2,0
6025,0,2,0
6026,0,2,0
6027,0,2,0
6028,0,2,0
6029,1,2,0
6030,0,2,0
6031,0,1,0
6032,1,2,0
6033,0,1,0
6034,0,2,0
6035,0,2,0
6036,0,1,0
6037,0,2,0
6038,0,2,0
6039,0,2,0
6040,0,2,0
6041,2,0,0
6042,0,2,0
6043,0,2,0
6044,0,2,0
6045,0,2,0
6046,0,1,0
6047,0,2,0
6048,0,1,0
6049,0,1,0
6050,0,1,0
6051,0,2,0
6052,0,2,0
6053,0,2,0
6054,0,2,0
6055,0,2,0
6056,2,0,0
6057,0,2,0
6058,0,2,0
6059,0,2,0
6060,0,2,0
6061,0,2,0
6062,0,2,0
6063,1,2,0
6064,1,2,0
6065,0,2,0
6066,0,2,0
6067,0,1,0
6068,0,1,0
6069,2,2,0
6070,0,2,0
6071,0,2,0
6072,0,1,0
6073,0,1,0
6074,1,2,0
6075,0,2,0
6076,0,2,0
6077,0,2,0
6078,0,2,0
6079,0,2,0
6080,0,2,0
6081,0,1,0
6082,0,1,0
6083,12,12,2
6084,0,2,0
6085,3,4,5
6086,0,2,0
6087,2,2,0
6088,0,1,0
6089,0,1,0
6090,0,1,0
6091,0,2,0
6092,0,2,0
6093,0,2,0
6094,0,2,0
6095,0,2,0
6096,1,2,0
6097,0,2,0
6098,0,2,0
6099,0,0,0
6100,0,2,0
6101,0,2,0
6102,0,2,0
6103,0,1,0
6104,0,2,0
6105,0,2,0
6106,0,2,0
6107,0,2,0
6108,0,2,0
6109,2,2,0
6110,0,2,0
6111,1,2,0
6112,0,2,0
6113,14,13,4
6114,0,2,0
6115,0,1,0
6116,2,2,0
6117,0,2,0
6118,0,2,0
6119,0,2,0
6120,0,2,0
6121,0,2,0
6122,0,0,0
6123,1,2,0
6124,0,2,0
6125,0,2,0
6126,0,2,0
6127,0,2,0
6128,2,0,0
6129,0,1,0
6130,0,2,0
6131,1,1,0
6132,0,2,0
6133,0,2,0
6134,0,2,0
6135,7,6,8
6136,0,1,0
6137,1,1,0
6138,1,2,0
6139,0,2,0
6140,0,2,0
6141,2,0,0
6142,0,2,0
6143,0,1,0
6144,0,2,0
6145,2,1,0
6146,0,2,0
6147,0,2,0
6148,2,0,0
6149,0,1,0
6150,0,2,0
6151,0,2,0
6152,0,2,0
6153,0,2,0
6154,0,2,0
6155,0,2,0
6156,0,1,0
6157,0,2,0
6158,0,2,0
6159,0,2,0
6160,0,2,0
6161,0,2,0
6162,8,7,9
6163,0,2,0
6164,0,2,0
6165,0,2,0
6166,0,2,0
6167,0,2,0
6168,13,0,0
6169,0,2,0
6170,0,2,0
6171,0,2,0
6172,0,2,0
6173,0,2,0
6174,0,0,0
6175,0,2,0
6176,0,0,0
6177,12,2,0
6178,0,2,0
6179,0,2,0
6180,0,2,0
6181,14,13,4
6182,0,2,0
6183,0,1,0
6184,0,1,0
6185,0,8,0
6186,0,2,0
6187,12,2,0
6188,0,2,0
6189,1,2,0
6190,0,2,0
6191,0,2,0
6192,0,1,0
6193,0,2,0
6194,0,2,0
6195,0,2,0
6196,0,2,0
6197,0,1,0
6198,0,1,0
6199,0,1,0
6200,0,2,0
6201,0,2,0
6202,0,2,0
6203,0,1,0
6204,0,2,0
6205,0,1,0
6206,0,2,0
6207,0,1,0
6208,1,2,0
6209,0,2,0
6210,0,2,0
6211,0,2,0
6212,0,1,0
6213,0,2,0
6214,0,2,0
6215,0,2,0
6216,3,4,5
6217,0,1,0
6218,0,2,0
6219,0,1,0
6220,0,2,0
6221,2,1,0
6222,2,1,0
6223,0,2,0
6224,0,2,0
6225,11,1,0
6226,0,2,0
6227,0,2,0
6228,0,2,0
6229,0,2,0
6230,8,7,9
6231,0,1,0
6232,0,2,0
6233,0,2,0
6234,0,2,0
6235,0,2,0
6236,0,2,0
6237,0,2,0
6238,0,2,0
6239,6,2,0
6240,6,1,0
6241,0,2,0
6242,3,4,5
6243,1,2,0
6244,0,2,0
6245,0,2,0
6246,0,2,0
6247,0,2,0
6248,12,12,2
6249,0,2,0
6250,0,2,0
6251,0,0,0
6252,0,1,0
6253,0,2,0
6254,0,2,0
6255,0,2,0
6256,2,2,0
6257,0,2,0
6258,0,1,0
6259,0,2,0
6260,0,2,0
6261,0,2,0
6262,0,2,0
6263,0,1,0
6264,1,2,0
6265,0,2,0
6266,0,2,0
6267,0,2,0
6268,0,2,0
6269,0,1,0
6270,2,1,0
6271,3,4,5
6272,0,2,0
6273,0,2,0
6274,0,2,0
6275,0,1,0
6276,0,1,0
6277,2,1,0
6278,0,2,0
6279,8,7,9
6280,0,2,0
6281,1,1,0
6282,0,2,0
6283,0,2,0
6284,0,1,0
6285,0,2,0
6286,0,2,0
6287,0,2,0
6288,2,2,0
6289,0,2,0
6290,0,1,0
6291,0,1,0
6292,1,2,0
6293,0,2,0
6294,0,2,0
6295,2,2,0
6296,0,2,0
6297,0,2,0
6298,0,2,0
6299,0,2,0
6300,0,2,0
6301,0,2,0
6302,0,2,0
6303,0,2,0
6304,0,2,0
6305,3,4,5
6306,0,2,0
6307,0,2,0
6308,0,2,0
6309,6,2,0
6310,0,1,0
6311,0,2,0
6312,0,2,0
6313,0,1,0
6314,0,2,0
6315,0,2,0
6316,0,2,0
6317,0,1,0
6318,1,1,0
6319,8,7,9
6320,1,3,7
6321,1,1,0
6322,8,7,9
6323,8,7,9
6324,1,1,0
6325,1,1,0
6326,1,2,0
6327,8,7,9
6328,1,3,7
6329,0,0,0
6330,1,2,0
6331,5,1,0
6332,1,0,0
6333,1,1,0
6334,8,7,9
6335,8,7,9
6336,1,1,0
6337,1,0,0
6338,1,1,0
6339,2,2,0
6340,0,1,0
6341,3,4,5
6342,0,0,0
6343,1,2,0
6344,1,0,0
6345,0,1,0
6346,2,0,0
6347,0,1,0
6348,5,3,7
6349,1,0,0
6350,1,2,0
6351,1,0,0
6352,1,3,7
6353,1,3,7
6354,6,2,0
6355,5,3,7
6356,1,2,0
6357,1,2,0
6358,1,1,0
6359,1,1,0
6360,1,0,0
6361,1,1,0
6362,1,2,0
6363,1,1,0
6364,1,3,7
6365,8,7,9
6366,1,3,7
6367,1,0,0
6368,12,12,2
6369,1,1,0
6370,8,7,9
6371,6,0,0
6372,1,1,0
6373,12,0,0
6374,1,1,0
6375,3,4,5
6376,0,3,7
6377,1,1,0
6378,0,1,0
6379,1,2,0
6380,1,0,0
6381,1,1,0
6382,1,0,0
6383,1,1,0
6384,1,0,0
6385,0,2,0
6386,0,1,0
6387,1,1,0
6388,1,1,0
6389,1,1,0
6390,1,1,0
6391,1,1,0
6392,1,1,0
6393,1,0,0
6394,1,1,0
6395,0,1,0
6396,1,1,0
6397,1,2,0
6398,1,0,0
6399,1,1,0
6400,1,2,0
6401,5,0,0
6402,1,0,0
6403,1,0,0
6404,1,1,0
6405,8,7,9
6406,1,1,0
6407,1,0,0
6408,1,0,0
6409,1,2,0
6410,8,7,9
6411,1,3,7
6412,1,2,0
6413,0,0,0
6414,0,1,0
6415,1,1,0
6416,2,0,0
6417,1,1,0
6418,1,2,0
6419,1,1,0
6420,1,1,0
6421,1,1,0
6422,1,1,0
6423,0,2,0
6424,1,3,7
6425,10,9,1
6426,8,7,9
6427,6,0,0
6428,8,7,9
